Lon Lat
-117.658562 35.842037 0.000000
-117.658958 35.842358 0.000000
-117.659348 35.842678 0.000000
-117.659737 35.842991 0.000000
-117.660133 35.843311 0.000000
-117.660522 35.843632 0.000000
-117.660912 35.843952 0.000000
-117.661301 35.844269 0.000000
-117.661697 35.844593 0.000000
-117.662086 35.844913 0.000000
-117.662468 35.845238 0.000000
-117.662857 35.845554 0.000000
-117.663246 35.845879 0.000000
-117.663635 35.846203 0.000000
-117.664017 35.846527 0.000000
-117.664406 35.846848 0.000000
-117.664787 35.847172 0.000000
-117.665176 35.847500 0.000000
-117.665558 35.847828 0.000000
-117.665939 35.848148 0.000000
-117.666321 35.848476 0.000000
-117.666702 35.848804 0.000000
-117.667076 35.849136 0.000000
-117.667458 35.849461 0.000000
-117.667839 35.849789 0.000000
-117.668213 35.850121 0.000000
-117.668594 35.850452 0.000000
-117.668968 35.850777 0.000000
-117.669350 35.851109 0.000000
-117.669724 35.851440 0.000000
-117.670105 35.851768 0.000000
-117.670479 35.852097 0.000000
-117.670853 35.852428 0.000000
-117.671234 35.852760 0.000000
-117.671608 35.853092 0.000000
-117.671982 35.853420 0.000000
-117.672363 35.853752 0.000000
-117.672737 35.854084 0.000000
-117.673111 35.854416 0.000000
-117.673485 35.854744 0.000000
-117.673859 35.855076 0.000000
-117.674240 35.855408 0.000000
-117.674614 35.855740 0.000000
-117.674988 35.856068 0.000000
-117.675362 35.856403 0.000000
-117.675735 35.856735 0.000000
-117.676109 35.857067 0.000000
-117.676483 35.857395 0.000000
-117.676857 35.857727 0.000000
-117.677231 35.858063 0.000000
-117.677612 35.858395 0.000000
-117.677986 35.858723 0.000000
-117.678360 35.859055 0.000000
-117.678734 35.859390 0.000000
-117.679108 35.859722 0.000000
-117.679482 35.860050 0.000000
-117.679855 35.860382 0.000000
-117.680229 35.860718 0.000000
-117.680603 35.861050 0.000000
-117.680977 35.861378 0.000000
-117.681358 35.861710 0.000000
-117.681732 35.862045 0.000000
-117.682106 35.862377 0.000000
-117.682480 35.862705 0.000000
-117.682854 35.863037 0.000000
-117.683228 35.863369 0.000000
-117.683609 35.863701 0.000000
-117.683983 35.864029 0.000000
-117.684357 35.864361 0.000000
-117.684731 35.864693 0.000000
-117.685112 35.865021 0.000000
-117.685486 35.865353 0.000000
-117.685860 35.865685 0.000000
-117.686241 35.866016 0.000000
-117.686615 35.866341 0.000000
-117.686996 35.866673 0.000000
-117.687370 35.867004 0.000000
-117.687752 35.867332 0.000000
-117.688126 35.867661 0.000000
-117.688507 35.867992 0.000000
-117.688881 35.868320 0.000000
-117.689262 35.868649 0.000000
-117.689644 35.868977 0.000000
-117.690025 35.869305 0.000000
-117.690399 35.869633 0.000000
-117.690788 35.869961 0.000000
-117.691170 35.870281 0.000000
-117.691551 35.870609 0.000000
-117.691940 35.870934 0.000000
-117.692329 35.871250 0.000000
-117.692719 35.871571 0.000000
-117.693108 35.871895 0.000000
-117.693504 35.872211 0.000000
-117.693893 35.872528 0.000000
-117.694290 35.872849 0.000000
-117.694687 35.873165 0.000000
-117.695076 35.873478 0.000000
-117.695473 35.873795 0.000000
-117.695869 35.874115 0.000000
-117.696266 35.874432 0.000000
-117.696663 35.874744 0.000000
-117.697060 35.875061 0.000000
-117.697449 35.875381 0.000000
-117.697845 35.875698 0.000000
-117.698242 35.876015 0.000000
-117.698631 35.876335 0.000000
-117.699028 35.876652 0.000000
-117.699417 35.876968 0.000000
-117.699814 35.877289 0.000000
-117.700203 35.877609 0.000000
-117.700600 35.877926 0.000000
-117.700989 35.878242 0.000000
-117.701385 35.878563 0.000000
-117.701775 35.878883 0.000000
-117.702171 35.879196 0.000000
-117.702560 35.879517 0.000000
-117.702957 35.879837 0.000000
-117.703346 35.880157 0.000000
-117.703743 35.880470 0.000000
-117.704132 35.880791 0.000000
-117.704529 35.881111 0.000000
-117.704918 35.881424 0.000000
-117.705315 35.881744 0.000000
-117.705704 35.882065 0.000000
-117.706100 35.882385 0.000000
-117.706490 35.882698 0.000000
-117.706886 35.883018 0.000000
-117.707275 35.883339 0.000000
-117.707672 35.883652 0.000000
-117.708069 35.883972 0.000000
-117.708458 35.884293 0.000000
-117.708855 35.884605 0.000000
-117.709244 35.884926 0.000000
-117.709641 35.885242 0.000000
-117.710030 35.885563 0.000000
-117.710426 35.885880 0.000000
-117.710823 35.886196 0.000000
-117.711212 35.886517 0.000000
-117.711609 35.886829 0.000000
-117.712006 35.887150 0.000000
-117.712395 35.887470 0.000000
-117.712791 35.887787 0.000000
-117.713181 35.888103 0.000000
-117.713577 35.888420 0.000000
-117.713974 35.888741 0.000000
-117.714363 35.889053 0.000000
-117.714760 35.889374 0.000000
-117.715157 35.889690 0.000000
-117.715546 35.890007 0.000000
-117.715942 35.890324 0.000000
-117.716339 35.890644 0.000000
-117.716728 35.890961 0.000000
-117.717125 35.891277 0.000000
-117.717522 35.891594 0.000000
-117.717918 35.891914 0.000000
-117.718307 35.892227 0.000000
-117.718704 35.892548 0.000000
-117.719101 35.892864 0.000000
-117.719490 35.893177 0.000000
-117.719887 35.893497 0.000000
-117.720284 35.893814 0.000000
-117.720680 35.894135 0.000000
-117.721069 35.894447 0.000000
-117.721466 35.894764 0.000000
-117.721863 35.895084 0.000000
-117.722260 35.895397 0.000000
-117.722656 35.895718 0.000000
